"","CC18_322a","CC18_322b","CC18_322c_new","CC18_322d_new","CC18_322c","CC18_322f"
"24252",2,1,2,2,2,2
"24253",2,1,1,2,2,1
"24254",2,1,1,1,1,1
"24255",2,1,2,2,2,1
"24256",2,1,2,2,2,2
"24257",2,2,2,2,2,2
"24258",2,1,2,2,2,2
"24259",2,1,2,2,1,1
"24260",2,1,2,2,2,1
"24261",2,1,2,2,2,2
"24262",1,1,1,1,2,1
"24263",1,1,2,1,2,1
"24264",2,1,2,2,2,2
"24265",2,1,2,2,2,2
"24266",1,1,1,1,2,2
"24267",2,1,2,2,2,2
"24268",2,1,2,1,2,2
"24269",2,2,1,2,1,1
"24270",2,2,2,2,2,2
"24271",2,1,2,2,2,2
"24272",2,1,2,2,2,2
"24273",2,1,2,2,2,1
"24274",2,1,2,2,2,1
"24275",2,1,2,1,2,2
"24276",2,1,2,2,2,2
"24277",2,1,2,2,2,1
"24278",2,1,2,2,2,2
"24279",1,1,1,2,1,1
"24280",2,1,2,2,2,2
"24281",1,1,2,1,1,2
"24282",2,1,2,2,2,2
"24283",1,2,1,2,1,1
"24284",1,2,1,2,2,1
"24285",2,1,2,2,2,2
"24286",1,1,1,1,1,1
"24287",2,1,2,2,2,2
"24288",2,1,2,2,2,2
"24289",1,2,2,2,1,1
"24290",1,1,1,1,1,1
"24291",1,1,1,1,1,1
"24292",1,1,2,2,1,2
"24293",2,1,1,1,2,2
"24294",1,2,1,2,1,1
"24295",1,2,1,1,1,1
"24296",2,1,2,2,2,2
"24297",2,1,2,1,2,1
"24298",1,2,1,2,1,1
"24299",2,2,1,1,1,1
"24300",1,2,1,2,2,1
"24301",2,1,2,2,2,2
"24302",1,2,1,2,1,1
"24303",1,1,1,1,1,1
"24304",2,1,2,1,2,2
"24305",2,1,2,2,2,2
"24306",2,1,2,2,2,2
"24307",2,1,2,1,1,1
"24308",1,2,1,2,1,1
"24309",2,1,2,2,2,2
"24310",2,1,2,2,2,2
"24311",2,1,1,2,2,2
"24312",2,1,1,2,2,2
"24313",1,2,1,2,1,1
"24314",1,2,2,2,1,1
"24315",1,2,1,1,1,1
"24316",1,1,2,2,1,1
"24317",2,1,2,2,2,2
"24318",1,1,1,1,1,1
"24319",1,1,2,1,1,1
"24320",2,1,2,2,2,1
"24321",2,1,2,2,2,1
"24322",2,1,2,2,2,1
"24323",2,2,1,2,2,1
"24324",2,1,2,2,2,2
"24325",1,2,1,2,1,1
"24326",1,1,1,2,1,1
"24327",1,1,1,1,1,1
"24328",2,1,2,2,1,2
"24329",1,2,1,1,1,1
"24330",2,1,2,2,2,2
"24331",2,1,2,2,2,2
"24332",2,1,2,2,2,2
"24333",2,1,1,2,2,2
"24334",2,1,2,2,2,2
"24335",2,1,2,2,2,2
"24336",2,1,2,2,2,2
"24337",2,1,2,1,2,2
"24338",1,2,1,1,1,1
"24339",2,2,1,2,1,1
"24340",2,1,2,2,2,2
"24341",2,1,2,2,2,2
"24342",2,1,1,2,2,2
"24343",2,1,1,2,2,1
"24344",2,1,2,1,2,1
"24345",2,1,2,2,2,2
"24346",2,1,2,2,1,1
"24347",2,1,2,2,2,2
"24348",1,1,2,2,2,1
"24349",1,1,1,1,1,1
"24350",1,1,2,2,2,2
"24351",1,1,1,1,1,1
"24352",1,1,1,1,1,2
"24353",2,1,2,2,2,2
"24354",1,2,1,1,1,1
"24355",1,2,1,2,1,1
"24356",2,1,2,2,2,2
"24357",1,2,1,1,2,1
"24358",1,1,1,1,1,1
"24359",1,1,1,1,2,1
"24360",1,2,2,2,1,1
"24361",2,2,2,2,2,1
"24362",2,1,2,2,1,2
"24363",2,1,2,2,2,2
"24364",1,2,1,1,1,1
"24365",1,1,1,1,1,1
"24366",2,1,2,2,2,2
"24367",2,2,2,2,2,1
"24368",1,1,2,1,2,1
"24369",2,1,1,2,2,2
"24370",2,1,1,1,1,2
"24371",2,1,2,2,2,2
"24372",1,2,2,2,1,1
"24373",2,1,2,2,2,2
"24374",2,1,2,2,2,2
"24375",2,2,2,2,2,2
"24376",2,1,2,2,2,2
"24377",2,1,2,2,2,2
"24378",2,1,2,2,2,2
"24379",1,2,1,2,2,1
"24380",1,2,1,1,1,1
"24381",2,1,2,2,2,2
"24382",1,2,1,2,1,1
"24383",1,1,2,1,1,1
"24384",1,2,1,2,1,1
"24385",2,1,1,2,2,2
"24386",1,1,1,1,1,1
"24387",2,1,1,1,2,2
"24388",1,1,1,1,1,1
"24389",2,1,2,2,2,2
"24390",2,2,2,2,2,2
"24391",1,1,1,1,1,1
"24392",2,1,2,2,2,2
"24393",1,2,1,2,1,1
"24394",1,2,1,2,1,1
"24395",2,1,2,2,2,2
"24396",2,1,2,2,2,1
"24397",1,2,1,1,1,1
"24398",2,1,2,2,2,2
"24399",2,1,2,2,1,2
"24400",2,2,2,2,2,2
"24401",2,1,2,2,2,2
"24402",2,1,1,2,2,2
"24403",2,1,2,2,2,2
"24404",2,1,2,2,2,1
"24405",1,1,2,1,1,1
"24406",2,2,1,2,1,2
"24407",2,1,2,2,2,2
"24408",2,2,2,2,2,2
"24409",2,1,2,1,2,2
"24410",2,2,2,2,1,1
"24411",1,2,1,2,1,1
"24412",1,2,1,2,1,1
"24413",2,1,2,2,2,2
"24414",1,1,1,1,2,1
"24415",2,1,2,1,2,1
"24416",1,2,2,2,2,2
"24417",2,1,1,1,1,1
"24418",2,1,2,2,2,2
"24419",1,2,1,2,1,1
"24420",1,1,1,1,1,1
"24421",2,1,2,2,2,2
"24422",2,1,2,2,2,2
"24423",2,1,2,2,2,2
"24424",2,1,2,2,2,2
"24425",2,1,2,2,2,2
"24426",1,1,1,1,1,1
"24427",1,1,1,1,1,1
"24428",1,2,2,2,1,2
"24429",1,1,1,1,1,1
"24430",1,2,1,1,1,1
"24431",1,1,2,2,1,1
"24432",2,1,2,2,2,2
"24433",2,1,2,2,2,2
"24434",2,2,1,2,1,1
"24435",1,2,1,1,1,1
"24436",2,1,2,2,2,2
"24437",2,1,2,2,2,2
"24438",1,1,1,1,1,1
"24439",2,1,1,2,1,1
"24440",2,1,2,2,1,2
"24441",1,1,2,1,1,2
"24442",1,2,1,2,1,1
"24443",2,1,2,2,2,2
"24444",2,1,2,2,2,2
"24445",2,1,2,2,1,1
"24446",2,1,2,2,1,2
"24447",2,1,2,1,1,1
"24448",1,1,1,1,1,1
"24449",2,1,2,1,2,2
"24450",2,1,2,2,2,2
"24451",2,1,2,2,2,2
"24452",1,2,1,2,1,1
"24453",1,2,1,1,1,1
"24454",1,2,1,2,1,1
"24455",1,2,2,2,2,2
"24456",1,2,1,1,1,1
"24457",2,1,2,2,2,1
"24458",1,1,2,2,1,1
"24459",2,1,2,2,2,2
"24460",2,1,2,2,2,1
"24461",2,1,2,2,2,2
"24462",2,1,2,2,2,2
"24463",1,2,1,2,1,1
"24464",2,2,2,2,2,2
"24465",2,1,2,2,2,2
"24466",1,2,1,1,1,2
"24467",2,1,2,1,2,1
"24468",2,1,2,2,2,2
"24469",2,2,2,2,2,1
"24470",1,2,1,2,1,1
"24471",2,1,2,2,1,1
"24472",2,1,2,2,2,2
"24473",2,1,2,1,2,2
"24474",1,1,1,1,1,1
"24475",2,1,2,2,2,2
"24476",2,1,2,2,2,1
"24477",1,2,1,1,1,1
"24478",2,1,2,2,2,1
"24479",1,2,1,1,2,1
"24480",2,1,1,2,2,2
"24481",1,1,1,1,1,2
"24482",1,2,1,2,1,1
"24483",2,1,2,2,2,2
"24484",1,2,1,2,1,1
"24485",2,1,2,2,2,2
"24486",1,2,1,2,1,1
"24487",1,1,2,2,1,1
"24488",2,1,2,2,2,2
"24489",1,2,1,2,1,1
"24490",2,1,2,2,2,2
"24491",1,2,1,2,1,1
"24492",1,2,1,2,1,2
"24493",2,1,2,2,2,2
"24494",1,2,1,2,1,2
"24495",2,1,2,2,2,2
"24496",1,2,1,1,1,1
"24497",1,1,1,2,1,1
"24498",2,1,2,2,2,2
"24499",2,1,2,2,2,2
"24500",2,1,2,2,2,2
"24501",1,2,2,2,1,1
"24502",2,1,2,2,2,2
"24503",2,1,2,1,2,2
"24504",2,1,2,2,2,2
"24505",2,1,2,2,2,1
"24506",1,2,1,2,1,1
"24507",2,1,2,2,2,2
"24508",2,1,1,2,2,2
"24509",2,1,2,2,2,2
"24510",2,2,2,2,2,2
"24511",2,1,2,2,1,1
"24512",1,1,2,1,1,1
"24513",1,2,1,2,1,1
"24514",2,1,2,2,2,2
"24515",2,1,2,2,2,2
"24516",2,1,1,2,2,2
"24517",2,1,2,1,2,2
"24518",1,1,1,1,1,1
"24519",2,1,2,2,2,2
"24520",2,2,1,2,1,1
"24521",1,2,1,2,1,1
"24522",2,1,2,2,2,2
"24523",2,1,2,2,2,2
"24524",1,1,1,1,1,1
"24525",1,2,1,1,1,1
"24526",2,1,2,2,2,2
"24527",2,1,2,2,1,1
"24528",1,1,1,1,1,1
"24529",2,1,2,2,2,2
"24530",2,1,2,2,2,2
"24531",1,2,1,2,2,1
"24532",2,1,2,2,1,2
"24533",2,2,2,2,2,2
"24534",2,1,2,2,2,2
"24535",2,1,2,2,2,1
"24536",2,1,2,2,2,2
"24537",2,2,2,2,1,1
"24538",2,1,2,1,2,1
"24539",1,2,1,2,2,1
"24540",2,1,2,2,2,1
"24541",2,1,2,2,1,2
"24542",1,2,2,2,2,1
"24543",2,1,2,2,2,2
"24544",2,2,1,2,1,1
"24545",2,2,1,1,1,1
"24546",2,1,2,2,2,1
"24547",1,2,2,2,1,1
"24548",1,2,2,2,1,1
"24549",2,1,2,2,2,2
"24550",2,1,2,2,1,1
"24551",2,1,2,2,2,2
"24552",2,2,2,2,2,2
"24553",1,2,1,2,1,1
"24554",2,1,1,2,2,2
"24555",2,1,2,2,2,2
"24556",2,1,2,2,2,2
"24557",2,1,1,2,1,1
"24558",2,1,2,2,2,2
"24559",1,1,1,1,1,1
"24560",1,2,1,1,2,1
"24561",2,1,2,2,2,2
"24562",2,1,2,2,2,2
"24563",2,1,2,2,2,1
"24564",1,2,2,1,1,1
"24565",2,1,2,2,2,2
"24566",1,1,1,2,1,1
"24567",2,1,1,1,1,2
"24568",2,1,2,2,2,2
"24569",1,1,1,1,1,1
"24570",2,1,1,2,2,1
"24571",2,2,2,2,2,2
"24572",2,1,1,1,2,1
"24573",2,1,2,1,2,2
"24574",1,1,2,1,1,1
"24575",2,1,2,2,2,2
"24576",1,2,1,2,1,1
"24577",2,1,1,1,1,1
"24578",2,1,1,2,2,1
"24579",1,2,1,1,1,1
"24580",2,1,2,2,2,2
"24581",1,2,1,2,1,1
"24582",2,1,2,2,1,2
"24583",2,1,2,2,2,2
"24584",1,2,2,2,1,1
"24585",2,2,2,2,1,1
"24586",1,1,1,1,1,1
"24587",2,1,2,2,2,2
"24588",1,1,1,1,1,1
"24589",2,2,1,2,1,1
"24590",2,1,1,2,1,2
"24591",1,2,1,2,1,1
"24592",2,1,2,1,1,2
"24593",1,1,2,2,1,1
"24594",2,1,2,1,2,2
"24595",2,1,2,2,2,2
"24596",2,1,2,2,2,2
"24597",2,1,2,2,2,1
"24598",2,2,2,2,2,2
"24599",2,1,2,2,2,2
"24600",2,2,2,2,2,2
"24601",2,1,2,2,2,2
"24602",2,1,2,2,2,1
"24603",2,1,2,2,2,2
"24604",2,1,2,2,1,2
"24605",2,1,2,2,2,1
"24606",2,1,2,2,2,2
"24607",1,1,2,1,1,1
"24608",2,1,2,2,2,2
"24609",2,1,2,2,2,2
"24610",2,1,2,1,2,1
"24611",2,1,2,2,2,2
"24612",2,1,2,2,2,2
"24613",1,2,1,2,1,2
"24614",1,2,1,2,2,1
"24615",2,1,2,2,2,2
"24616",2,1,2,2,2,2
"24617",1,2,1,1,1,1
"24618",2,1,1,1,1,1
"24619",1,1,1,1,2,2
"24620",2,1,2,2,2,1
"24621",1,1,1,1,1,2
"24622",2,1,2,1,2,1
"24623",2,1,2,2,2,2
"24624",1,2,2,2,1,1
"24625",1,1,1,1,1,1
"24626",2,2,1,2,1,1
"24627",2,2,1,2,2,2
"24628",1,1,1,1,1,1
"24629",2,1,2,2,2,2
"24630",2,1,2,2,2,2
"24631",2,1,1,2,2,2
"24632",2,1,2,2,2,2
"24633",1,1,2,2,2,1
"24634",1,1,2,2,1,2
"24635",1,2,2,2,1,1
"24636",2,1,2,2,2,2
"24637",1,1,1,1,1,1
"24638",1,2,1,2,1,1
"24639",1,1,1,2,2,1
"24640",1,1,1,1,1,2
"24641",2,1,2,2,2,2
"24642",2,1,2,2,2,1
"24643",1,1,1,1,1,1
"24644",NA,2,1,2,1,1
"24645",2,1,1,2,1,2
"24646",1,1,1,1,1,1
"24647",1,2,1,1,1,1
"24648",2,1,2,2,2,2
"24649",2,1,2,2,2,2
"24650",1,1,1,1,1,1
"24651",1,1,2,2,2,2
"24652",2,1,2,1,2,2
"24653",2,1,2,2,2,2
"24654",1,2,1,1,1,1
"24655",2,1,2,2,2,1
"24656",2,1,2,2,2,2
"24657",2,2,1,2,1,1
"24658",2,1,2,1,2,2
"24659",1,1,1,1,2,1
"24660",1,1,1,2,1,1
"24661",2,1,2,2,1,2
"24662",1,2,1,2,1,1
"24663",2,1,1,2,1,1
"24664",1,2,1,2,1,2
"24665",1,1,1,1,1,2
"24666",2,1,2,2,2,2
"24667",2,2,2,2,2,2
"24668",2,1,2,2,2,1
"24669",1,1,1,1,1,1
"24670",1,1,2,1,1,1
"24671",1,2,1,2,1,1
"24672",2,1,1,2,2,2
"24673",2,2,2,2,2,1
"24674",2,1,2,2,2,2
"24675",1,1,2,2,2,2
"24676",1,2,2,2,1,1
"24677",1,2,1,1,1,2
"24678",1,2,2,2,1,1
"24679",1,2,2,2,2,1
"24680",2,1,2,1,2,1
"24681",2,1,1,2,2,2
"24682",2,1,2,2,2,2
"24683",2,1,2,2,2,2
"24684",2,1,2,2,2,2
"24685",2,1,2,2,1,1
"24686",2,1,2,2,2,2
"24687",2,1,2,2,2,1
"24688",2,1,2,2,2,2
"24689",2,1,1,2,2,2
"24690",1,2,1,1,1,2
"24691",2,1,2,2,2,2
"24692",2,1,2,2,2,2
"24693",2,2,2,2,2,2
"24694",2,1,2,2,2,2
"24695",2,1,1,1,2,1
"24696",2,1,2,2,2,2
"24697",2,1,2,1,2,2
"24698",2,1,1,2,2,1
"24699",1,2,1,2,1,1
"24700",1,1,2,2,2,1
"24701",2,1,2,2,2,2
"24702",2,1,2,2,2,2
"24703",2,1,2,2,2,2
"24704",2,1,2,2,1,1
"24705",2,2,1,2,1,1
"24706",2,1,2,2,2,2
"24707",2,1,2,2,2,2
"24708",1,2,1,1,2,1
"24709",2,2,2,2,2,1
"24710",2,1,2,2,2,2
"24711",1,2,1,1,2,1
"24712",2,1,2,2,2,2
"24713",2,1,2,2,2,2
"24714",2,1,1,2,1,1
"24715",2,1,2,2,2,2
"24716",2,1,2,2,2,2
"24717",1,1,2,1,2,2
"24718",2,1,2,2,2,1
"24719",NA,NA,NA,NA,NA,NA
"24720",2,1,2,2,1,2
"24721",1,2,2,2,1,1
"24722",2,1,2,1,2,2
"24723",2,1,2,1,2,2
"24724",2,1,2,2,2,2
"24725",2,1,2,2,2,1
"24726",2,1,2,2,2,2
"24727",2,2,1,2,1,1
"24728",2,1,2,2,2,2
"24729",1,1,1,1,1,1
"24730",2,1,2,2,2,2
"24731",1,2,1,2,1,1
"24732",2,1,2,2,2,2
"24733",2,1,2,2,2,2
"24734",2,1,2,2,2,2
"24735",2,1,2,2,2,2
"24736",2,1,2,1,2,2
"24737",1,1,1,1,1,1
"24738",2,1,2,2,2,2
"24739",2,1,2,2,2,2
"24740",1,1,1,1,1,1
"24741",2,1,1,2,2,2
"24742",2,1,2,1,2,2
"24743",2,1,2,2,2,2
"24744",2,1,2,2,2,1
"24745",2,1,2,2,2,2
"24746",2,1,2,2,2,2
"24747",1,2,1,2,1,1
"24748",1,1,1,1,2,1
"24749",2,1,2,2,2,1
"24750",1,2,1,2,1,1
"24751",1,1,2,2,1,2
"24752",1,2,1,1,1,2
"24753",1,1,1,1,1,1
"24754",1,2,1,2,1,1
"24755",2,1,2,1,2,2
"24756",2,2,2,1,2,2
"24757",1,1,1,1,1,1
"24758",2,1,2,2,2,1
"24759",2,2,2,1,1,1
"24760",2,1,2,2,2,2
"24761",2,1,2,2,2,2
"24762",2,1,2,2,2,2
"24763",2,2,1,2,1,1
"24764",2,1,1,2,1,1
"24765",2,1,2,2,2,2
"24766",2,1,2,2,2,2
"24767",2,2,2,1,2,1
"24768",2,2,2,2,1,1
"24769",2,1,2,2,2,2
"24770",2,1,2,2,2,2
"24771",1,1,1,1,1,1
"24772",2,1,2,2,2,2
"24773",2,1,2,2,2,2
"24774",1,1,1,1,1,1
"24775",1,2,1,2,2,1
"24776",1,2,1,1,1,1
"24777",2,1,2,2,2,2
"24778",1,2,1,1,1,2
"24779",1,1,2,1,1,1
"24780",1,1,1,1,1,1
"24781",1,1,2,2,1,1
"24782",1,1,1,1,1,2
"24783",2,1,2,2,2,1
"24784",2,1,2,2,2,2
"24785",1,2,1,2,1,1
"24786",1,2,1,2,1,1
"24787",2,1,2,2,2,2
"24788",1,1,1,1,1,1
"24789",2,1,2,2,2,2
"24790",1,1,2,1,2,1
"24791",1,1,1,1,1,2
"24792",1,2,1,2,1,1
"24793",2,1,2,2,2,2
"24794",2,1,2,2,2,2
"24795",2,1,2,2,2,2
"24796",1,2,1,2,1,1
"24797",1,1,2,1,1,1
"24798",2,1,2,2,1,2
"24799",1,1,1,1,1,1
"24800",1,2,1,1,1,1
"24801",1,2,1,1,1,1
"24802",2,1,2,2,2,2
"24803",1,2,1,2,1,1
"24804",1,2,2,1,1,1
"24805",2,1,2,2,2,2
"24806",2,1,2,2,2,1
"24807",2,1,2,2,2,2
"24808",2,1,2,2,2,2
"24809",2,1,2,2,2,2
"24810",1,2,1,1,1,1
"24811",1,1,2,1,2,2
"24812",2,1,2,2,2,2
"24813",2,1,2,2,2,2
"24814",2,1,2,2,2,2
"24815",1,2,1,2,1,1
"24816",2,1,2,2,2,2
"24817",1,2,1,2,1,1
"24818",2,1,2,2,2,2
"24819",1,1,1,1,1,1
"24820",1,1,1,1,1,1
"24821",2,1,2,2,2,2
"24822",2,1,2,2,2,2
"24823",1,1,1,1,2,1
"24824",1,2,1,2,1,2
"24825",1,2,1,1,1,1
"24826",2,1,2,2,2,2
"24827",1,1,2,1,1,1
"24828",2,2,2,2,2,2
"24829",1,2,1,1,1,1
"24830",2,1,2,2,2,2
"24831",1,2,1,2,1,1
"24832",2,1,2,2,2,2
"24833",1,2,1,2,1,1
"24834",2,1,2,2,2,2
"24835",2,1,1,2,2,2
"24836",2,1,1,1,2,1
"24837",1,1,1,1,1,1
"24838",2,1,1,2,2,1
"24839",1,1,2,1,1,1
"24840",2,1,2,2,2,2
"24841",2,2,2,2,1,1
"24842",2,1,1,1,2,1
"24843",2,1,2,2,2,2
"24844",2,1,2,2,2,2
"24845",1,2,1,2,1,1
"24846",2,1,1,2,2,2
"24847",2,1,2,2,2,2
"24848",2,1,2,2,2,2
"24849",2,1,2,2,2,1
"24850",2,1,2,1,2,2
"24851",2,1,2,2,2,2
"24852",2,1,2,2,1,1
"24853",2,1,2,2,2,2
"24854",2,1,2,2,1,1
"24855",1,1,1,1,1,1
"24856",2,2,2,2,2,2
"24857",1,2,1,1,1,1
"24858",2,1,2,2,2,1
"24859",2,1,2,2,2,1
"24860",1,1,1,1,1,1
"24861",1,1,1,1,1,1
"24862",2,1,2,2,2,2
"24863",2,1,2,1,2,2
"24864",2,2,1,2,1,1
"24865",2,1,2,2,2,2
"24866",1,2,1,1,1,1
"24867",1,1,2,2,2,1
"24868",1,2,1,2,1,1
"24869",1,2,1,1,1,1
"24870",2,1,2,1,2,2
"24871",2,1,2,2,2,2
"24872",1,2,1,2,1,1
"24873",1,2,1,2,1,1
"24874",2,1,1,2,2,2
"24875",2,1,2,1,2,2
"24876",1,2,1,1,1,1
"24877",1,1,1,1,1,1
"24878",1,1,1,1,1,1
"24879",1,1,2,2,1,1
"24880",1,2,2,2,1,1
"24881",1,2,1,2,1,1
"24882",2,1,2,2,2,1
"24883",2,1,2,2,1,2
"24884",2,1,2,2,1,2
"24885",2,1,2,2,2,2
"24886",2,1,2,2,2,1
"24887",2,1,2,2,2,2
"24888",1,1,1,1,1,1
"24889",2,2,1,2,1,1
"24890",1,2,1,2,1,1
"24891",2,1,2,2,1,1
"24892",2,1,2,2,2,2
"24893",1,1,1,1,1,2
"24894",2,1,2,2,2,2
"24895",2,1,1,1,2,2
"24896",1,1,1,1,1,2
"24897",1,1,1,1,1,2
"24898",1,1,1,1,1,1
"24899",2,1,2,1,2,2
"24900",2,1,2,2,2,1
"24901",2,1,2,2,2,2
"24902",2,1,1,2,2,2
"24903",1,2,2,2,2,2
"24904",1,2,1,2,1,1
"24905",2,1,2,2,2,2
"24906",1,1,1,1,1,2
"24907",1,2,1,2,1,1
"24908",2,1,2,2,2,1
"24909",2,1,2,2,2,2
"24910",2,1,2,2,2,2
"24911",2,1,2,2,2,2
"24912",1,2,1,2,2,1
"24913",1,1,1,1,1,1
"24914",2,1,2,2,2,2
"24915",1,1,1,1,1,1
"24916",2,1,2,2,2,2
"24917",1,2,1,1,1,1
"24918",2,1,2,1,1,1
"24919",2,1,2,2,2,1
"24920",2,1,1,1,1,1
"24921",1,2,2,2,1,1
"24922",1,1,1,2,1,1
"24923",2,1,2,2,2,2
"24924",2,1,2,2,2,2
"24925",2,1,2,2,2,1
"24926",2,1,2,2,2,2
"24927",2,2,1,2,2,1
"24928",2,1,2,2,2,2
"24929",2,1,2,2,2,2
"24930",1,1,1,2,1,1
"24931",2,1,2,1,1,1
"24932",2,1,1,2,2,2
"24933",2,1,2,2,2,2
"24934",1,2,1,2,1,1
"24935",2,1,2,2,2,1
"24936",2,1,2,2,1,1
"24937",2,1,2,2,2,2
"24938",2,1,2,1,2,2
"24939",2,1,2,2,2,2
"24940",1,1,1,1,1,1
"24941",1,1,2,1,1,2
"24942",2,1,2,2,2,2
"24943",1,2,1,1,1,1
"24944",1,1,1,1,1,1
"24945",1,2,1,2,1,1
"24946",1,2,2,2,2,1
"24947",2,1,2,2,2,2
"24948",1,2,1,2,1,1
"24949",2,1,2,2,2,2
"24950",2,1,1,2,1,1
"24951",1,1,1,1,1,1
"24952",2,1,2,2,2,2
"24953",2,1,1,2,1,1
"24954",1,2,1,1,2,1
"24955",2,1,2,2,2,2
"24956",2,1,2,2,2,2
"24957",1,1,1,2,1,1
"24958",1,2,1,2,1,1
"24959",2,1,2,2,2,2
"24960",2,1,2,1,2,2
"24961",1,2,1,2,1,1
"24962",2,1,2,2,2,2
"24963",2,1,2,2,1,1
"24964",2,1,2,2,2,1
"24965",1,1,1,1,1,1
"24966",2,2,2,2,2,2
"24967",2,1,2,1,2,1
"24968",1,2,1,2,1,1
"24969",2,1,2,2,2,2
"24970",2,1,2,2,2,2
"24971",2,1,2,2,2,2
"24972",1,2,1,2,1,1
"24973",1,2,1,2,1,1
"24974",1,1,2,1,1,2
"24975",2,1,2,2,2,2
"24976",2,1,1,1,1,1
"24977",2,1,2,1,2,2
"24978",2,1,1,2,2,1
"24979",1,2,1,1,1,1
"24980",1,1,1,1,2,1
"24981",2,1,2,2,2,2
"24982",1,1,2,1,1,1
"24983",1,2,1,2,1,2
"24984",2,1,2,2,2,2
"24985",2,1,2,2,2,2
"24986",2,1,2,1,2,1
"24987",2,1,2,2,2,2
"24988",2,1,2,2,2,2
"24989",2,1,1,2,2,2
"24990",1,2,1,2,1,1
"24991",1,2,1,1,1,1
"24992",2,1,2,2,2,2
"24993",2,1,2,2,2,2
"24994",2,1,2,2,2,1
"24995",2,1,2,2,2,2
"24996",2,1,2,1,1,2
"24997",2,1,2,2,2,2
"24998",2,1,2,1,1,2
"24999",1,1,1,1,1,1
"25000",2,1,2,2,2,2
"25001",2,1,2,2,2,2
"25002",2,1,2,2,2,1
"25003",NA,2,1,1,1,1
"25004",1,1,1,1,1,1
"25005",2,1,2,2,2,2
"25006",1,1,1,1,1,1
"25007",1,1,1,1,1,1
"25008",2,1,2,2,2,2
"25009",1,1,2,2,1,1
"25010",2,2,1,2,1,2
"25011",2,1,1,2,2,1
"25012",2,1,2,2,2,2
"25013",2,1,2,2,2,1
"25014",2,1,2,2,2,2
"25015",2,1,2,2,2,2
"25016",2,2,2,2,2,1
"25017",2,1,2,2,2,2
"25018",2,1,2,2,2,2
"25019",2,1,1,2,2,1
"25020",1,1,1,1,1,1
"25021",2,1,2,2,2,2
"25022",2,1,2,2,2,2
"25023",1,1,2,2,1,1
"25024",1,1,1,1,1,1
"25025",2,1,2,2,2,2
"25026",1,1,1,1,1,1
"25027",2,1,1,1,2,2
"25028",1,1,1,1,1,1
"25029",2,1,1,2,2,2
"25030",1,1,2,2,1,2
"25031",2,1,2,2,2,2
"25032",2,1,2,2,2,2
"25033",2,1,2,1,2,2
"25034",2,1,2,2,2,2
"25035",1,1,1,1,1,2
"25036",1,2,1,1,1,1
"25037",2,1,2,2,2,2
"25038",1,1,1,1,1,1
"25039",2,1,2,2,2,2
"25040",2,1,2,2,2,1
"25041",2,1,2,1,1,1
"25042",2,1,2,2,2,2
"25043",1,2,1,1,1,2
"25044",2,1,2,2,2,2
"25045",1,1,2,2,1,1
"25046",2,1,1,2,2,2
"25047",2,1,2,2,2,2
"25048",2,1,2,2,2,2
"25049",2,1,2,2,2,2
"25050",1,2,1,1,1,1
"25051",1,2,1,1,1,1
"25052",2,1,2,2,2,2
"25053",1,2,1,2,1,2
"25054",2,1,2,2,2,2
"25055",1,1,2,1,1,1
"25056",1,2,1,2,1,1
"25057",2,2,2,2,1,2
"25058",2,1,2,1,2,2
"25059",2,2,2,2,2,2
"25060",2,1,2,2,2,2
"25061",2,2,2,2,2,2
"25062",1,2,1,1,1,1
"25063",2,1,2,1,2,1
"25064",1,1,1,1,1,1
"25065",2,1,2,2,2,2
"25066",2,1,2,2,2,2
"25067",1,2,1,2,1,2
"25068",2,1,2,2,2,2
"25069",2,1,1,2,1,1
"25070",2,1,2,2,2,2
"25071",1,2,1,2,1,1
"25072",1,2,1,2,1,1
"25073",2,1,2,1,2,2
"25074",1,2,1,2,1,1
"25075",1,1,2,1,1,1
"25076",2,1,2,2,2,2
"25077",2,1,2,2,2,2
"25078",2,1,2,2,2,2
"25079",2,1,2,2,2,2
"25080",2,1,2,2,2,2
"25081",1,2,1,2,1,1
"25082",2,1,2,2,2,2
"25083",2,1,2,2,2,2
"25084",1,1,1,1,1,1
"25085",2,1,2,2,2,1
"25086",2,1,2,1,2,2
"25087",1,1,1,1,1,1
"25088",1,1,2,1,2,1
"25089",1,1,1,1,1,2
"25090",2,1,2,2,2,2
"25091",2,1,2,2,2,2
"25092",1,1,1,1,1,2
"25093",1,1,1,1,1,1
"25094",2,1,2,1,2,2
"25095",2,1,2,2,2,2
"25096",1,1,1,1,2,2
"25097",2,2,2,2,2,2
"25098",2,1,2,2,2,2
"25099",1,1,1,1,1,1
"25100",2,1,2,2,2,2
"25101",2,1,2,2,2,2
"25102",2,1,1,1,2,1
"25103",1,2,1,2,1,1
"25104",1,2,2,2,1,1
"25105",2,1,2,2,2,2
"25106",2,1,2,2,2,2
"25107",2,1,1,1,2,2
"25108",2,1,1,2,2,2
"25109",2,1,2,2,2,2
"25110",2,1,2,2,2,2
"25111",1,1,1,2,1,1
"25112",2,1,1,1,2,2
"25113",2,1,2,1,1,1
"25114",2,2,2,2,2,2
"25115",2,1,1,1,2,2
"25116",2,1,1,2,2,1
"25117",2,1,2,2,2,2
"25118",2,1,1,2,2,2
"25119",1,2,1,1,1,2
"25120",2,1,1,2,2,1
"25121",2,1,2,2,2,1
"25122",2,1,2,2,2,1
