"","CC18_322a","CC18_322b","CC18_322c_new","CC18_322d_new","CC18_322c","CC18_322f"
"23381",1,2,2,2,1,1
"23382",2,1,2,2,2,2
"23383",2,1,2,2,1,2
"23384",1,2,1,2,1,1
"23385",2,1,2,2,2,2
"23386",2,1,2,2,2,2
"23387",2,1,2,1,2,2
"23388",1,1,1,1,1,1
"23389",2,1,2,2,2,2
"23390",2,1,2,2,2,2
"23391",1,1,1,1,1,1
"23392",2,1,2,2,2,2
"23393",2,1,2,2,2,1
"23394",1,2,1,1,1,1
"23395",2,2,1,2,1,1
"23396",1,2,1,2,1,1
"23397",2,1,2,2,2,1
"23398",2,1,2,2,2,2
"23399",1,2,1,2,1,1
"23400",2,1,2,2,2,1
"23401",1,2,1,2,1,2
"23402",2,1,1,1,1,1
"23403",2,1,2,2,2,1
"23404",1,2,1,1,1,1
"23405",2,1,2,2,2,2
"23406",2,2,1,2,2,2
"23407",1,2,1,2,1,2
"23408",2,1,2,1,2,2
"23409",2,1,1,2,2,2
"23410",1,1,2,2,1,1
"23411",2,1,1,1,2,1
"23412",2,1,2,2,2,2
"23413",2,1,2,1,1,1
"23414",1,1,1,1,1,1
"23415",2,1,2,2,2,2
"23416",1,2,1,1,1,1
"23417",2,1,2,2,2,2
"23418",1,1,1,2,1,1
"23419",2,1,2,2,2,2
"23420",1,1,1,1,1,1
"23421",2,2,2,1,2,1
"23422",1,2,1,2,1,1
"23423",2,1,2,2,2,2
"23424",2,2,2,2,1,2
"23425",1,2,1,1,1,1
"23426",2,1,2,2,2,1
"23427",2,1,2,2,2,2
"23428",2,1,2,2,2,2
"23429",1,1,1,1,1,1
"23430",1,1,2,1,1,1
"23431",2,1,2,2,2,2
"23432",2,1,2,2,1,1
"23433",1,1,1,2,1,1
"23434",2,1,2,2,2,1
"23435",1,2,1,2,1,1
"23436",2,1,2,2,2,1
"23437",2,1,1,2,2,1
"23438",1,2,2,2,1,1
"23439",2,1,2,1,2,1
"23440",2,1,2,2,2,2
"23441",1,1,1,1,2,2
"23442",1,2,1,1,1,1
"23443",2,1,2,2,2,1
"23444",2,1,2,2,2,2
"23445",NA,2,1,2,1,1
"23446",2,1,2,2,2,1
"23447",1,1,1,1,1,1
"23448",2,1,2,2,2,2
"23449",1,2,1,1,1,1
"23450",1,1,2,2,1,1
"23451",1,1,1,1,1,1
"23452",1,2,1,2,1,2
"23453",1,2,1,2,1,1
"23454",1,1,2,2,1,2
"23455",1,1,2,1,2,1
"23456",NA,2,1,1,1,1
"23457",2,1,2,2,2,2
"23458",2,1,2,2,2,2
"23459",2,1,2,1,2,2
"23460",2,1,1,1,1,1
"23461",2,1,2,2,2,2
"23462",1,2,1,1,1,1
"23463",2,1,2,2,2,2
"23464",1,1,1,1,1,1
"23465",2,2,1,2,1,1
"23466",1,1,2,2,1,1
"23467",1,1,2,2,1,1
"23468",2,1,1,2,1,1
"23469",1,2,1,2,1,1
"23470",2,1,2,2,2,2
"23471",2,1,2,2,2,2
"23472",2,1,2,2,2,2
"23473",2,1,2,2,2,2
"23474",2,1,2,2,2,2
"23475",2,1,2,2,2,2
"23476",2,1,1,2,2,2
"23477",1,1,1,1,1,1
"23478",2,2,2,2,1,1
"23479",2,1,2,2,2,2
"23480",1,2,1,2,1,1
"23481",2,1,2,2,2,2
"23482",2,1,2,2,2,2
"23483",2,1,2,2,2,2
"23484",1,1,1,1,1,1
"23485",1,1,2,2,1,1
"23486",1,2,2,2,1,1
"23487",2,1,2,2,2,2
"23488",2,1,2,2,2,2
"23489",2,1,2,1,2,1
"23490",2,1,2,2,2,2
"23491",1,1,1,1,1,1
"23492",2,1,1,2,2,2
"23493",1,2,1,1,1,1
"23494",2,1,2,2,2,2
"23495",1,2,1,1,1,2
"23496",1,2,1,2,1,1
"23497",2,1,2,2,2,1
"23498",2,1,2,2,1,2
"23499",2,1,2,2,2,2
"23500",1,1,1,1,1,1
"23501",1,2,1,2,1,1
"23502",1,1,1,1,1,1
"23503",2,1,2,2,2,2
"23504",1,1,1,1,1,1
"23505",1,1,1,1,1,1
"23506",2,1,1,2,1,1
"23507",2,1,2,1,2,1
"23508",1,1,1,2,1,1
"23509",2,1,2,1,1,2
"23510",2,1,2,2,2,2
"23511",2,1,2,2,2,2
"23512",1,1,1,1,1,1
"23513",2,1,1,2,2,2
"23514",2,1,2,2,2,2
"23515",1,1,1,1,1,1
"23516",1,1,1,1,1,1
"23517",2,1,2,2,2,2
"23518",1,2,2,2,1,1
"23519",2,1,2,2,2,2
"23520",1,1,1,1,1,1
"23521",2,1,2,2,2,2
"23522",2,1,2,2,1,1
"23523",1,1,1,1,1,1
"23524",1,1,1,2,2,2
"23525",2,1,1,2,1,2
"23526",2,1,2,2,2,2
"23527",2,2,1,2,1,1
"23528",2,1,2,2,2,1
"23529",2,1,2,1,2,2
"23530",2,1,2,2,2,2
"23531",2,1,2,2,2,1
"23532",2,1,2,2,1,1
"23533",1,1,2,2,1,2
"23534",1,2,1,2,2,1
"23535",2,1,2,1,2,2
"23536",2,2,1,2,2,1
"23537",2,1,2,2,2,2
"23538",1,1,1,1,1,1
"23539",1,1,1,2,1,1
"23540",1,1,1,1,1,2
"23541",1,2,1,2,1,1
"23542",2,1,2,2,2,1
"23543",2,1,2,2,2,2
"23544",NA,1,2,1,1,2
"23545",2,1,2,2,2,2
"23546",1,2,1,1,1,2
"23547",2,1,1,1,2,1
"23548",2,1,2,2,2,2
"23549",2,1,1,1,1,2
"23550",2,1,2,2,2,2
"23551",2,1,2,1,2,2
"23552",1,2,1,1,1,1
"23553",2,1,2,1,2,2
"23554",2,1,2,2,2,2
"23555",2,1,2,2,2,1
"23556",1,2,1,2,1,2
"23557",1,1,2,1,2,2
"23558",1,1,1,1,2,1
"23559",2,1,2,2,2,1
"23560",2,1,2,2,2,2
"23561",2,1,1,1,1,1
"23562",2,1,2,2,2,2
"23563",2,1,2,2,2,2
"23564",2,1,2,2,2,2
"23565",1,2,1,2,1,1
"23566",2,1,2,2,2,1
"23567",1,1,1,1,1,2
"23568",2,1,2,2,2,2
"23569",1,2,1,2,1,1
"23570",1,2,1,1,1,1
"23571",2,1,2,2,2,2
"23572",2,1,2,2,2,2
"23573",1,2,2,1,2,2
"23574",1,1,1,1,1,1
"23575",2,1,2,2,1,1
"23576",2,1,2,2,2,1
"23577",1,2,1,2,1,1
"23578",1,2,1,2,1,1
"23579",2,1,2,2,2,2
"23580",1,2,1,2,1,1
"23581",1,2,1,1,1,1
"23582",1,1,1,1,2,2
"23583",2,1,2,2,2,1
"23584",2,1,2,1,2,2
"23585",1,2,1,2,1,1
"23586",1,1,1,1,1,1
"23587",1,2,1,2,1,1
"23588",2,2,1,2,1,1
"23589",1,2,1,1,1,1
"23590",2,1,2,1,2,2
"23591",2,1,1,2,2,1
"23592",1,2,1,2,1,1
"23593",1,2,1,2,1,1
"23594",2,2,2,2,2,2
"23595",2,1,2,2,2,2
"23596",1,2,1,1,1,1
"23597",2,1,2,2,2,2
"23598",1,2,1,2,1,1
"23599",1,2,1,2,1,1
"23600",1,2,1,2,1,1
"23601",1,2,1,2,1,1
"23602",1,2,1,2,1,1
"23603",1,1,2,1,2,2
"23604",2,1,2,2,2,2
"23605",1,1,1,1,1,1
"23606",1,2,1,1,1,1
"23607",2,1,2,2,2,2
"23608",2,1,1,2,2,1
"23609",2,1,2,2,2,2
"23610",2,1,2,2,2,2
"23611",2,1,1,1,2,2
"23612",1,1,1,1,1,1
"23613",2,2,2,2,1,1
"23614",2,1,2,2,2,2
"23615",2,1,2,2,2,2
"23616",2,1,1,1,2,1
"23617",2,1,2,2,2,2
"23618",2,1,1,2,1,1
"23619",1,1,1,1,1,1
"23620",2,1,2,2,2,2
"23621",2,1,2,2,2,2
"23622",1,2,1,1,1,2
"23623",1,1,1,1,1,1
"23624",1,1,1,1,1,1
"23625",1,1,1,1,1,1
"23626",2,2,1,2,1,2
"23627",1,2,1,1,1,1
"23628",2,1,2,2,2,2
"23629",1,1,1,1,1,1
"23630",1,2,1,2,2,2
"23631",2,1,2,2,1,1
"23632",2,1,2,2,2,2
"23633",1,1,1,1,1,1
"23634",1,1,1,1,1,1
"23635",1,1,1,1,1,1
"23636",2,1,2,2,2,2
"23637",1,2,1,1,1,1
"23638",2,1,2,2,2,2
"23639",1,1,2,2,1,1
"23640",2,1,1,2,2,2
"23641",1,1,1,1,1,1
"23642",2,1,1,2,2,2
"23643",2,1,2,2,2,2
"23644",NA,1,1,1,1,1
"23645",1,1,1,1,1,1
"23646",2,2,2,2,1,1
"23647",1,1,2,1,1,2
"23648",1,2,1,2,1,1
"23649",2,1,2,2,2,2
"23650",2,1,2,2,2,2
"23651",1,2,1,2,1,1
"23652",2,1,2,2,2,2
"23653",2,1,2,2,2,2
"23654",2,1,2,2,2,2
"23655",2,1,2,2,2,2
"23656",1,2,1,2,1,1
"23657",2,1,2,2,2,2
"23658",1,1,1,1,1,1
"23659",2,1,2,2,2,1
"23660",1,1,2,2,1,1
"23661",2,1,1,2,2,1
"23662",2,1,2,2,2,2
"23663",1,1,1,1,1,1
"23664",NA,1,2,1,1,1
"23665",2,1,2,2,2,2
"23666",1,NA,1,NA,1,1
"23667",2,1,2,2,2,2
"23668",2,1,2,2,2,2
"23669",2,1,2,2,2,2
"23670",1,2,1,2,1,1
"23671",2,1,2,2,2,2
"23672",1,1,2,2,1,2
"23673",1,1,2,1,2,2
"23674",1,1,1,1,1,1
"23675",1,1,1,1,1,1
"23676",2,1,2,2,2,2
"23677",1,2,1,1,1,1
"23678",2,1,2,2,2,2
"23679",1,1,1,1,1,1
"23680",1,1,1,1,1,1
"23681",2,2,1,2,1,1
"23682",2,1,2,2,2,2
"23683",2,1,2,2,2,2
"23684",1,2,1,2,1,1
"23685",2,1,2,2,1,2
"23686",1,1,1,1,1,1
"23687",1,1,1,1,2,2
"23688",2,1,1,1,1,1
"23689",2,1,2,2,2,1
"23690",2,1,2,2,2,2
"23691",2,1,2,1,2,2
"23692",1,1,1,1,1,1
"23693",2,1,2,2,1,1
"23694",1,1,1,2,1,2
"23695",2,1,2,2,1,2
"23696",1,2,1,2,1,1
"23697",1,1,1,1,1,2
"23698",1,1,1,1,1,1
"23699",1,2,1,1,1,1
"23700",2,1,2,2,2,2
"23701",2,1,2,2,1,1
"23702",1,2,1,1,1,1
"23703",1,1,2,1,1,1
"23704",2,1,2,2,2,2
"23705",2,1,2,2,2,2
"23706",1,1,1,1,2,2
"23707",1,2,2,2,2,1
"23708",2,1,2,2,2,2
"23709",1,2,1,2,1,1
"23710",2,1,2,2,1,2
"23711",2,1,2,1,2,2
"23712",1,1,1,1,1,1
"23713",1,2,1,1,1,1
"23714",2,1,2,2,2,2
"23715",2,1,2,2,2,2
"23716",1,1,1,1,1,1
"23717",2,1,1,1,2,2
"23718",2,1,2,2,2,1
"23719",2,1,1,2,1,2
"23720",1,1,1,1,1,1
"23721",2,1,2,2,2,2
"23722",2,1,2,2,2,2
"23723",2,1,2,2,2,2
"23724",2,1,2,2,1,2
"23725",1,1,1,1,2,2
"23726",2,1,2,2,2,2
"23727",1,2,1,2,1,1
"23728",2,1,2,2,2,1
"23729",2,1,2,2,2,2
"23730",2,1,1,2,1,1
"23731",2,1,2,2,2,2
"23732",2,1,1,1,2,2
"23733",2,1,2,2,2,2
"23734",2,2,1,1,2,1
"23735",2,1,2,2,2,2
"23736",2,1,2,2,2,2
"23737",1,1,1,1,1,1
"23738",2,1,2,2,2,1
"23739",1,2,2,2,1,1
"23740",1,2,1,1,1,2
"23741",1,1,1,2,1,1
"23742",2,2,2,2,1,1
"23743",2,1,1,2,2,2
"23744",2,1,2,1,2,2
"23745",2,2,2,2,1,1
"23746",2,1,1,2,2,1
"23747",2,1,1,2,2,1
"23748",2,1,2,2,2,2
"23749",1,1,2,2,1,1
"23750",1,2,1,2,1,2
"23751",2,1,2,2,2,2
"23752",2,1,2,2,2,2
"23753",2,1,2,2,2,2
"23754",2,1,2,2,2,2
"23755",2,1,1,2,1,2
"23756",2,2,2,2,1,2
"23757",1,2,1,1,1,1
"23758",1,2,1,2,1,1
"23759",2,1,2,1,2,2
"23760",1,2,1,2,1,2
"23761",1,1,2,2,1,2
"23762",1,1,2,2,1,1
"23763",1,1,2,1,1,1
"23764",2,1,2,2,2,2
"23765",2,1,1,2,2,2
"23766",2,1,1,1,2,2
"23767",2,1,2,2,2,2
"23768",2,1,2,2,2,1
"23769",1,2,1,2,1,1
"23770",2,1,2,2,2,2
"23771",2,1,2,2,2,1
"23772",1,1,1,1,1,1
"23773",2,1,2,1,1,1
"23774",2,2,2,2,1,1
"23775",1,2,1,2,1,2
"23776",1,2,1,1,1,1
"23777",2,1,2,2,2,2
"23778",1,1,1,1,1,1
"23779",1,1,1,1,1,1
"23780",1,1,1,1,1,1
"23781",1,2,1,2,1,1
"23782",1,1,1,1,1,1
"23783",2,1,1,2,1,2
"23784",2,1,2,1,2,2
"23785",1,2,1,2,1,1
"23786",2,1,2,2,2,2
"23787",1,1,1,1,1,1
"23788",2,1,2,2,2,2
"23789",2,1,2,2,2,2
"23790",1,2,1,1,1,1
"23791",2,1,2,2,2,2
"23792",1,2,1,2,1,1
"23793",1,1,1,1,1,1
"23794",2,1,2,2,2,2
"23795",NA,NA,2,2,2,2
"23796",2,1,2,2,2,2
"23797",2,1,2,2,2,2
"23798",2,1,2,2,2,2
"23799",NA,1,1,1,1,1
"23800",2,1,2,1,1,2
"23801",2,1,2,2,2,2
"23802",1,2,1,1,1,1
"23803",2,1,2,1,2,2
"23804",2,1,2,2,2,2
"23805",1,2,1,2,1,1
"23806",2,1,2,2,2,2
"23807",1,1,2,2,1,1
"23808",2,1,2,2,2,2
"23809",2,1,2,2,1,1
"23810",1,1,1,1,1,1
"23811",1,1,1,1,1,1
"23812",2,1,2,2,2,2
"23813",1,1,1,1,1,1
"23814",2,1,1,2,2,1
"23815",2,1,1,1,2,2
"23816",2,1,2,2,2,2
"23817",1,1,2,2,1,1
"23818",2,1,2,2,1,1
"23819",1,2,1,2,1,1
"23820",1,1,1,1,1,1
"23821",2,1,2,1,1,2
"23822",2,1,2,2,2,2
"23823",2,2,1,2,2,2
"23824",1,2,1,1,1,1
"23825",2,1,2,2,2,2
"23826",2,1,2,2,2,2
"23827",2,1,2,1,2,2
"23828",2,1,2,2,2,2
"23829",1,2,1,2,1,1
"23830",1,1,1,1,1,2
"23831",1,1,1,1,1,1
"23832",1,1,1,1,1,1
"23833",2,1,2,2,2,2
"23834",2,1,2,2,2,2
"23835",1,2,2,2,1,1
"23836",2,1,2,2,2,2
"23837",1,1,1,1,1,1
"23838",1,2,1,1,1,1
"23839",1,1,1,1,1,1
"23840",2,1,2,2,2,1
"23841",2,1,2,2,2,2
"23842",2,1,2,1,2,2
"23843",2,1,2,2,2,2
"23844",1,2,1,1,1,1
"23845",2,1,2,2,2,2
"23846",2,1,2,2,2,2
"23847",1,2,1,2,1,1
"23848",2,1,2,2,1,2
"23849",1,2,1,1,1,1
"23850",1,1,1,1,1,1
"23851",1,2,1,2,1,1
"23852",2,1,2,2,2,2
"23853",1,1,1,1,1,2
"23854",1,1,1,1,1,1
"23855",1,2,1,2,1,1
"23856",1,2,1,1,1,1
"23857",1,1,1,1,1,1
"23858",1,1,1,1,1,1
"23859",1,2,1,2,1,1
"23860",2,1,2,1,2,1
"23861",2,1,2,2,2,2
"23862",1,2,1,2,1,1
"23863",1,1,1,1,1,2
"23864",1,2,1,2,1,1
"23865",2,1,2,2,2,2
"23866",2,1,2,2,2,2
"23867",1,1,1,1,1,1
"23868",1,1,1,1,1,2
"23869",2,1,2,2,2,1
"23870",NA,1,2,2,2,2
"23871",2,1,2,1,2,2
"23872",1,1,1,1,1,1
"23873",2,1,2,2,2,1
"23874",1,1,1,1,1,1
"23875",2,1,2,2,2,2
"23876",2,2,2,2,2,2
"23877",2,1,2,1,1,1
"23878",2,2,2,2,2,2
"23879",2,1,2,2,2,2
"23880",2,1,1,2,2,2
"23881",1,1,1,1,1,1
"23882",2,1,2,2,2,1
"23883",1,1,1,1,1,1
"23884",2,1,2,1,2,2
"23885",2,1,2,2,2,2
"23886",2,1,2,1,2,2
"23887",1,2,1,1,1,1
"23888",2,1,2,2,2,2
"23889",1,1,2,2,1,1
"23890",1,2,1,2,1,1
"23891",2,1,2,1,2,2
"23892",1,2,2,2,2,2
"23893",1,1,1,2,2,1
"23894",2,1,2,1,2,2
"23895",2,1,2,2,2,2
"23896",1,2,1,2,1,1
"23897",2,1,2,2,2,1
"23898",2,1,2,2,2,2
"23899",1,2,1,2,1,1
"23900",1,2,1,2,1,1
"23901",1,1,1,2,1,1
"23902",2,1,2,2,1,2
"23903",2,1,2,1,2,2
"23904",1,1,1,1,1,1
"23905",1,1,1,1,1,1
"23906",2,1,2,2,2,2
"23907",1,1,1,1,1,1
"23908",2,1,2,2,2,2
"23909",2,1,1,2,2,1
"23910",2,1,1,1,2,1
"23911",2,2,2,2,2,2
"23912",1,1,1,1,1,1
"23913",1,2,2,1,1,1
"23914",2,1,2,2,2,2
"23915",2,1,2,2,2,2
"23916",1,1,2,1,1,1
"23917",2,1,2,2,2,2
"23918",1,1,1,1,2,1
"23919",1,1,1,1,1,1
"23920",1,1,2,2,2,1
"23921",2,1,2,2,1,1
"23922",1,1,2,2,2,1
"23923",2,1,1,2,2,1
"23924",1,2,1,1,1,1
"23925",1,1,1,1,1,1
"23926",2,1,2,2,2,2
"23927",2,1,2,2,2,2
"23928",2,1,2,2,2,2
"23929",2,1,2,2,2,2
"23930",1,1,1,1,1,2
"23931",2,1,1,1,2,2
"23932",2,1,2,2,2,2
"23933",1,2,1,2,1,1
"23934",2,1,2,2,2,2
"23935",2,1,2,2,2,2
"23936",2,1,2,2,1,2
"23937",1,2,1,2,1,2
"23938",2,1,2,1,2,1
"23939",1,1,1,1,1,1
"23940",2,1,1,2,2,2
"23941",2,2,2,2,2,2
"23942",2,1,2,2,2,2
"23943",1,2,1,2,1,1
"23944",2,2,1,2,1,2
"23945",1,1,1,1,1,1
"23946",1,1,2,1,1,2
"23947",2,2,1,2,2,1
"23948",2,1,2,2,2,2
"23949",1,2,2,1,2,1
"23950",2,1,2,2,2,2
"23951",2,1,1,2,2,1
"23952",2,1,2,2,2,2
"23953",2,1,1,2,2,2
"23954",2,1,2,2,2,2
"23955",2,1,2,1,2,2
"23956",2,2,2,2,2,2
"23957",2,1,2,2,2,2
"23958",1,1,2,2,1,2
"23959",1,2,1,1,1,1
"23960",2,1,2,2,2,2
"23961",2,2,2,2,2,2
"23962",2,1,2,2,1,2
"23963",2,2,1,2,1,1
"23964",2,1,2,2,2,1
"23965",2,1,2,2,2,1
"23966",2,1,2,2,2,2
"23967",1,1,1,1,1,1
"23968",2,1,2,2,2,2
"23969",2,1,2,2,2,2
"23970",2,1,2,2,2,2
"23971",2,1,2,2,2,2
"23972",2,1,2,2,2,2
"23973",2,1,2,1,2,2
"23974",2,1,2,1,2,2
"23975",2,1,2,2,2,2
"23976",2,1,2,2,2,2
"23977",2,1,2,2,2,1
"23978",2,1,2,2,2,2
"23979",1,1,1,1,1,1
"23980",2,2,2,1,2,1
"23981",1,2,1,1,1,1
"23982",2,1,2,2,2,2
"23983",1,1,1,1,1,1
"23984",2,1,2,1,2,2
"23985",2,1,2,2,2,2
"23986",2,1,2,1,2,2
"23987",2,1,2,2,2,2
"23988",2,1,2,2,2,2
"23989",2,1,2,2,2,1
"23990",2,2,2,2,2,1
"23991",2,1,2,2,2,2
"23992",1,1,2,2,1,1
"23993",2,1,2,2,1,1
"23994",2,1,2,2,2,1
"23995",2,1,2,2,2,2
"23996",2,1,2,2,2,2
"23997",1,2,2,2,2,2
"23998",2,1,2,2,2,2
"23999",2,1,2,2,2,1
"24000",2,1,2,2,2,2
"24001",1,2,1,2,1,1
"24002",2,1,2,2,2,2
"24003",1,2,1,2,1,1
"24004",2,1,2,2,2,2
"24005",1,2,2,2,1,1
"24006",2,1,2,2,2,2
"24007",2,1,2,2,2,1
"24008",2,2,2,2,2,1
"24009",2,1,2,2,2,1
"24010",2,1,2,2,2,2
"24011",1,1,1,1,1,1
"24012",2,1,2,2,2,2
"24013",1,1,1,1,1,1
"24014",2,1,2,1,2,2
"24015",1,2,1,2,1,1
"24016",2,2,2,2,1,2
"24017",2,1,2,2,2,2
"24018",1,1,1,1,1,1
"24019",2,1,1,2,2,2
"24020",2,2,1,1,2,1
"24021",1,1,2,1,1,2
"24022",1,2,1,2,1,1
"24023",2,2,2,2,2,1
"24024",2,1,2,2,2,2
"24025",2,1,1,2,2,2
"24026",2,1,2,2,2,2
"24027",2,1,2,2,1,1
"24028",2,1,2,1,2,2
"24029",1,2,1,2,1,1
"24030",2,2,1,1,1,1
"24031",1,1,1,1,1,1
"24032",2,1,2,2,2,2
"24033",1,1,1,1,1,1
"24034",2,1,1,2,2,2
"24035",1,2,1,2,1,1
"24036",2,1,2,2,2,2
"24037",2,1,2,2,2,2
"24038",2,1,2,2,2,2
"24039",2,1,2,2,1,1
"24040",2,1,2,2,2,2
"24041",1,2,2,2,2,2
"24042",2,2,1,2,2,1
"24043",2,1,1,2,2,2
"24044",2,1,2,2,2,2
"24045",2,1,2,2,2,2
"24046",2,1,2,2,2,2
"24047",1,1,2,1,1,1
"24048",2,1,2,2,2,2
"24049",NA,1,2,1,1,2
"24050",1,2,1,2,1,1
"24051",1,1,2,1,1,2
"24052",2,2,1,2,1,1
"24053",1,2,1,2,1,1
"24054",2,1,2,2,2,2
"24055",2,1,2,2,2,2
"24056",2,1,1,2,2,1
"24057",2,1,2,2,2,2
"24058",2,2,1,2,1,1
"24059",2,1,2,2,1,1
"24060",1,2,1,1,1,1
"24061",2,1,2,2,2,1
"24062",2,1,2,2,2,2
"24063",2,2,2,2,2,2
"24064",2,1,2,2,2,1
"24065",2,1,2,2,1,1
"24066",2,1,2,2,2,2
"24067",2,1,2,2,2,2
"24068",1,1,2,1,1,1
"24069",2,1,1,2,1,1
"24070",1,2,1,1,1,1
"24071",2,1,2,1,2,1
"24072",1,1,2,1,1,2
"24073",2,1,2,2,2,2
"24074",2,2,1,2,1,1
"24075",2,1,1,2,2,1
"24076",1,2,1,1,1,1
"24077",2,1,2,2,2,2
"24078",2,1,2,2,1,1
"24079",2,1,2,2,1,1
"24080",2,1,2,2,2,2
"24081",2,1,1,2,2,1
"24082",2,1,2,2,1,1
"24083",1,2,1,1,1,1
"24084",1,1,1,1,1,1
"24085",2,1,1,2,2,1
"24086",2,1,2,2,2,2
"24087",2,1,2,1,2,2
"24088",1,2,2,2,1,1
"24089",2,1,2,2,2,2
"24090",2,2,1,2,1,1
"24091",1,1,1,1,1,1
"24092",1,2,1,2,1,1
"24093",2,1,1,2,2,1
"24094",2,1,2,2,2,2
"24095",1,1,1,1,2,1
"24096",1,2,2,1,1,1
"24097",2,1,2,2,2,2
"24098",1,1,1,1,1,1
"24099",2,1,2,2,2,2
"24100",2,1,2,2,2,1
"24101",2,1,2,2,2,1
"24102",2,1,2,1,1,1
"24103",1,1,1,1,1,1
"24104",2,2,2,2,2,2
"24105",1,2,2,2,1,1
"24106",2,1,2,2,2,2
"24107",1,2,1,1,1,1
"24108",2,1,2,2,2,2
"24109",1,1,2,1,2,1
"24110",2,1,2,2,2,1
"24111",2,1,1,2,2,2
"24112",2,2,1,1,1,1
"24113",2,1,1,2,2,1
"24114",2,1,2,1,1,1
"24115",2,2,2,2,1,1
"24116",1,2,1,2,1,1
"24117",1,2,1,2,1,1
"24118",1,1,1,1,2,2
"24119",2,1,2,2,1,2
"24120",2,1,2,2,2,2
"24121",1,1,1,1,1,1
"24122",1,1,2,2,1,2
"24123",1,2,1,2,1,1
"24124",2,1,2,2,2,2
"24125",2,1,2,1,2,2
"24126",2,1,2,2,2,2
"24127",1,2,1,2,1,1
"24128",1,1,1,1,1,2
"24129",2,1,2,2,2,2
"24130",1,2,1,2,1,1
"24131",2,1,2,2,2,2
"24132",2,1,2,2,2,2
"24133",2,1,2,2,2,2
"24134",1,1,1,1,1,1
"24135",2,1,2,2,2,1
"24136",1,1,1,1,1,1
"24137",2,1,2,2,2,2
"24138",2,1,2,2,2,1
"24139",2,2,2,2,2,2
"24140",2,1,2,2,2,2
"24141",1,1,1,2,1,2
"24142",1,1,2,1,1,1
"24143",1,1,1,1,2,1
"24144",2,1,2,1,2,2
"24145",2,1,2,2,2,2
"24146",1,1,1,2,1,1
"24147",1,2,1,1,1,1
"24148",2,1,2,2,2,1
"24149",2,1,2,1,2,1
"24150",1,2,1,1,1,1
"24151",1,1,1,1,1,1
"24152",2,1,2,2,2,2
"24153",1,1,1,1,1,1
"24154",1,1,1,1,1,1
"24155",2,1,2,2,2,2
"24156",1,1,2,2,1,1
"24157",2,1,2,2,2,2
"24158",2,1,2,2,2,2
"24159",1,2,1,2,2,1
"24160",1,2,1,2,1,1
"24161",1,2,1,2,1,1
"24162",1,1,1,1,1,1
"24163",1,1,1,1,1,2
"24164",1,1,1,1,1,2
"24165",1,2,1,2,1,1
"24166",2,1,2,2,2,2
"24167",1,2,2,2,1,1
"24168",1,2,1,2,1,2
"24169",2,1,2,1,1,1
"24170",2,1,2,2,2,2
"24171",1,2,1,2,1,1
"24172",2,1,2,2,2,2
"24173",1,2,1,1,2,1
"24174",2,1,2,2,2,1
"24175",2,1,2,2,2,2
"24176",2,1,2,2,2,2
"24177",2,1,2,2,2,2
"24178",2,1,2,2,1,1
"24179",2,1,2,2,2,2
"24180",1,2,1,1,1,2
"24181",2,1,1,2,1,1
"24182",2,1,2,1,2,1
"24183",2,1,2,2,2,2
"24184",2,1,2,2,2,1
"24185",2,1,2,2,2,2
"24186",2,1,2,2,1,1
"24187",1,1,1,1,1,1
"24188",1,2,1,1,1,1
"24189",2,1,2,2,2,2
"24190",2,1,2,2,2,1
"24191",2,1,2,2,2,2
"24192",2,1,2,2,2,1
"24193",2,1,2,2,2,2
"24194",2,1,2,2,1,1
"24195",1,2,2,2,1,1
"24196",1,1,1,1,1,1
"24197",1,2,1,1,1,1
"24198",2,1,2,2,2,2
"24199",2,2,2,2,2,2
"24200",2,2,1,2,1,1
"24201",2,1,2,2,2,2
"24202",2,1,2,2,2,2
"24203",1,1,1,1,1,2
"24204",1,2,1,1,1,1
"24205",2,1,2,2,2,2
"24206",1,1,1,1,1,2
"24207",2,1,2,2,2,2
"24208",2,1,2,1,2,2
"24209",1,1,2,1,1,2
"24210",1,1,1,1,1,1
"24211",2,1,2,2,1,1
"24212",1,1,2,2,1,2
"24213",2,1,2,2,2,1
"24214",2,1,2,1,2,2
"24215",2,1,2,2,2,1
"24216",2,1,2,2,2,1
"24217",1,1,1,1,1,2
"24218",1,2,1,2,1,1
"24219",2,1,2,2,2,2
"24220",1,1,2,1,1,1
"24221",2,1,2,2,2,1
"24222",2,1,2,2,2,2
"24223",2,1,2,2,1,1
"24224",2,1,2,2,1,1
"24225",2,1,2,2,2,2
"24226",2,1,2,2,1,2
"24227",1,1,2,1,1,1
"24228",1,1,2,1,2,1
"24229",1,1,2,2,2,2
"24230",1,1,1,2,1,2
"24231",2,1,2,2,2,2
"24232",1,2,2,2,1,1
"24233",2,1,2,2,2,1
"24234",1,2,2,2,1,1
"24235",1,1,2,1,1,2
"24236",1,1,1,1,1,1
"24237",2,1,2,2,2,2
"24238",2,1,2,2,2,2
"24239",1,2,1,2,1,1
"24240",1,1,1,1,1,1
"24241",2,2,1,2,2,2
"24242",2,1,2,2,2,2
"24243",2,1,2,2,2,2
"24244",2,2,1,2,2,2
"24245",1,2,2,1,1,1
"24246",2,2,2,1,2,2
"24247",1,1,1,1,1,1
"24248",1,1,1,1,1,1
"24249",2,1,2,2,1,2
"24250",2,1,2,2,2,2
"24251",2,1,2,2,2,2
